id,keyword,paragraph
11,여주,"분류 : 채소류 > 과채류. 주요 생산지 : 경남 함양, 경북 울진, 전남 해남, 신안. 유사재료 : 수세미오이. 특징 : 도깨비방망이처럼 길쭉하고 울퉁불퉁한 모양과 쓴맛이 특징이다. 주로 약재나 건강식품으로 가공되어 소비되었지만, 최근에 식재료로 급부상하고 있다.. 효능 : 식물 인슐린과 카란틴 성분이 풍부하여 당뇨와 고혈압을 예방하는 데 도움을 준다. 또한 레몬이나 오렌지보다 풍부한 비타민 C를 함유하고 있다.. 열량 : 100g당 11kcal. 음식궁합 : 여주를 돼지고기와 함께 요리하면 비타민 C와 단백질, 기타 필수영양분을 함께 섭취할 수 있으며, 여주의 쓴맛을 일정 부분 완화할 수 있다.. 활용 : 동남아 면 요리, 볶음류, 장아찌 등에 활용한다.. 고르는 법 : 선명한 녹색을 띠고 돌기가 단단하며 , 표면에 윤기가 도는 것을 고른다.. 손질법 : 깨끗이 씻은 후 세로로 갈라 씨를 제거하고, 반달형으로 얇게 썰어서 조리에 이용하면 된다.. 보관법 : 수분 유실을 방지하기 위해 종이나 신문에 싸서 10℃ 정도로 보관하거나, 냉장고 신선실에 보관하면 2~3주 정도 보관할 수 있다.. "
12,취나물,"분류 : 채소 > 산채류. 주요 생산지 : - 충남 보령 , 태안 , 논산 , 부여- 전남 고흥 , 광양- 경남 고성. 유사재료 : 참나물, 부지갱이나물. 특징 : 특유의 향과 알싸한 맛이 특징이다. 종류에 따라 잎의 모양이 다른데, 참취와 곰취는 잎이 넓은 편이며, 미역취의 잎은 쐐기 모양을 하고 있다.. 종류(구분, 품종) : 참취, 곰취, 미역취, 개미취 등. 효능 및 영양성분 : 각종 비타민과 무기질이 풍부한데, 그중에서도 특히 비타민 A의 함량이 높다. 체내의 노폐물을 배출하고, 콜레스테롤 수치를 낮추며 항산화 작용을 통한 암 예방과 피부 노화 방지에 효능이 있다.. 열량 : 100g당 27kcal. 궁합 : 취나물에는 각종 비타민과 무기질이 많고, 들깨에는 단백질과 불포화지방산이 풍부하게 들어있기 때문에, 함께 사용하면 영양학적으로 균형 잡인 식단을 섭취할 수 있다.. 활용 : 생채, 쌈, 나물, 국 등에 다양하게 활용함. 고르는 법 : 잎이 밝은 연녹색이면서 시든 것 없이 생생해야 하며, 잎의 뒷면에 윤기가 흐르는 것, 줄기 끝에 붉은색을 띠는 것이 좋다.. 손질법 : 흐르는 물에 깨끗이 씻어 불순물을 제거한 후 채반에 받쳐 물기를 털어 말린 후 사용한다.. 보관법 : 씻지 않은 채 비닐 팩에 넣어 입김을 불어준 뒤 밀봉하여 냉장고 신선실에 두면 2~3일 정도 보관이 가능하다.. "
13,배,"학명 : Pyrus pyrifolia NAKAI var.. 영명 : Pear. 분류 : 쌍떡잎식물 장미목 장미과의 낙엽교목. 기원 및 분포 : - 중국의 서부와 남서부에서 점차 세계로 전파되어 한쪽은 동아시아, 다른 한쪽은 서부로 이동함- 중국, 한국, 일본을 중심으로 한 중국배(북방형 동양배)와 한국배(일본배, 남방형 동양배)가 정착함- 중앙아시아에서는 서양배와의 교잡종이, 소아시아 지역에서는 서양배 재배품종이 발달하여 분포함. 국내 전파 : - 「제민요술(齊民要術)」(530)에 배를 재배했다는 기록이 있음- 고려 명종 18년에는 배나무를 심어 소득을 높이도록 나라에서 권장했다는 사실이 있음- 조선 시대 성종(1469~1494) 때에는 배가 주요과수로 재배되었음. 원산지 내력및재배연혁 : - 우리나라에서는 삼국시대 이전부터 배나무를 재배한 기록이 있음- 원산지는 중국의 서부와 남서부로 알려져 있으며, 점차 세계로 전파되어 한쪽은 동아시아를경유하여 한국과 일본으로, 다른 쪽은 서부로 이동하면서 일부는 중앙아시아와 내륙아시아로,또 다른 일부는 소아시아와 서부 유라시아 쪽으로 이동하였음- 전 세계에 30여종이 분포되어 있으며, 현재 생식용으로 재배되고 있는 배는 일본배, 중국배,서양배 3가지 종류이며, 우리나라에서 재배되는 배는 일본배에 속하는 품종임- 현재 재배되고 있는 품종은 신고를 중심으로 장십랑과 만삼길이 전체 재배면적의 90%를 차지하고있으며 중국배와 서양배도 도입되어 재배되었지만 기후나 토질이 맞지 않아 널리 보급되지 못하고 있음. 재배특성 : - 일반적으로 연평균 기온이 11~16℃ 정도, 생육기인 4~10월에는 평균기온이 20℃, 8~9월의 평균기온은 22℃ 정도를 유지해야 함- 토양은 다량의 수분을 필요로 하는데 연간 강우량은 1,200mm~1,500mm, 4~10월에는 800mm 이상의강우량을 필요로 함- 배 재배의 바람직한 토양여건은 배수가 잘되고, 하층토까지 통기성이 좋아 공기와 수분이 많은 토양임- 일조량이 많은 지역을 선정하는 것이 중요하고, 평지보다는 동남향의 경사지가 재배에 유리함. 특징 : - 다른 과일보다 당도가 높다고 보기는 어려우나 상대적으로 신맛이 적어 고급스러운 단맛이 특징- 배나무는 과실뿐 아니라 목재로서의 가치도 높아 인쇄용 목판, 가구, 악기, 힘을 받는 골재로도 이용됨- 1960년대 원예시험장에서 육성한 단대 품종이 우리나라 배 품종육성의 효시임- 이조 성종 때에는 주요과수로 재배되었으며, 품질이 좋은 상품은 골라서 진상품으로 나라에 바쳤음- 고려 명종 18년에는 배나무를 심어 소득을 높이도록 나라에서 권장했음- 유럽에서는 주로 후식이나 술, 통조림용으로 많이 사용하고, 미국 · 캐나다 · 뉴질랜드 · 남아프리카 · 오스트레일리아에서는 주로 통조림을 만들어 먹는다.. 이용 : 날로 먹거나 주스·통조림·잼·배숙 등으로 요리하고, 연육효소가 있어 고기를 연하게 할 때 갈아 넣음. 유사재료 : 사과(사과는 비타민C와 유기산이 풍부한 반면, 배는 칼륨이 사과보다 많음). "
14,씀바귀,"분류 : 채소 > 산채류. 주요 생산지 : - 경기 가평, 평택- 강원 정선, 영월, 춘천- 충남 당진. 유사재료 : 고들빼기. 특징 : 강한 쓴맛이 특징으로 뿌리와 잎을 모두 식재료 활용한다. 쐐기형의 녹색 잎은 민들레 잎과도 비슷하다.. 효능 : 쓴맛을 내는 주요 성분인 이눌린은 천연 인슐린이라 불리며 체내의 혈당을 조절하는 효능을 가지고 있다. 또한 시나로사이드 성분이 체내의 활성산소를 제거하고 암을 예방하는 항산화 효과를 낸다.. 열량 : 100g당 55kcal. 음식궁합 : 씀바귀를 돼지고기와 함께 먹으면 돼지고기의 느끼한 맛을 중화시킬 수 있고, 돼지고기의 산성을 씀바귀가 중화시켜 균형을 맞춰준다.. 활용 : 생채, 전, 김치 등에 활용. 고르는 법 : 잎이 밝은 연녹색이면서 시든 잎이 없이 생생해야 하며, 뿌리는 너무 굵지 않고 잔뿌리가 적은 것을 고른다.. 손질법 : 씀바귀를 씻으면서 뿌리 부분의 지저분한 것을 칼로 긁어내고 잔털을 제거해준다. 또한 쌀뜨물에 넣어 30분 정도 담가두면 씀바귀의 쓴맛이 많이 줄어든다.. 보관법 : 젖은 종이나 키친타월 등에 씀바귀를 사서 비닐봉지에 넣고 공기를 불어 넣어 냉장 보관하면 비교적 길게 싱싱한 상태를 유지할 수 있다.. "
15,고구마,"외국어 표기 : Sweet potato(영어). 학명 : Ipomoea batatas (L.) Lam. 원산지 : 중앙아메리카. 정의 : 메꽃과에 속하는 쌍떡잎 식용식물. 분류 : 서류. 주요 생산지 : - 경기 여주- 충남 논산, 당진, 보령- 전남 영암, 해남, 무안- 전북 익산. 유사재료 : 감자,물고구마(물고구마를 찌면 맑은 노란색을 띔). 특징 : 척박한 땅에서도 잘 자라기 때문에, 옛날에는 추운 겨울에 가난한 서민들의 배고픔을 해결해주었던 구황작물 중 하나였고, 지금은 달콤한 맛을 활용하여 다양한 요리와 디저트에 널리 쓰이고 있다.. 종류(구분, 품종) : 밤고구마, 호박고구마, 베니하루카 고구마, 자색고구마 등. 효능 및 영양성분 : 탄수화물 식품 중 식이섬유가 많이 함유된 식품으로 장운동을 촉진하여 다이어트와 변비 예방에 효과적이고, 비타민 C가 풍부하게 함유되어 있어 피로 해소, 스트레스 완화에 도움을 준다.. 열량 : 100g당 131kcal (뿌리), 29kcal (줄기). 음식궁합 : 사과와 김치가 잘 어울린다. 고구마에 들어있는 '아마인드' 물질이 방귀요인인데 사과와 먹으면 효과를 볼수있다.. 활용 : 찌거나 삶고, 구워 먹기도 하며 각종 요리와 간식으로도 활용된다.. 고르는 법 : 표면이 매끄럽고 모양이 고르며 조직이 단단한 것이 좋고, 들어봤을 때 무게감이 느껴지는 것이 속이 알찬 것이다.. 손질법 : 고구마 겉에 묻은 흙과 먼지를 흐르는 물에 깨끗이 씻고, 잔뿌리를 제거하여 사용한다.. 보관법 : 12~15℃의 실온에 보관하는 것이 적당하다. 고구마를 넓게 펼쳐두어 물기를 제거한 후 두세 개씩 신문지나 키친타월 등으로 포장하여 상자에 담고, 상자의 옆면에 구멍을 뚫어 통기가 잘 되도록 한 후 베란다나 어둡고 통풍이 잘 되는 곳에 보관하면 좋다.. "
16,쑥,"분류 : 채소 > 산채류. 주요 생산지 : -충남 부여-전남 나주, 해남, 무안-경남 창원, 통영. 특징 : 특유의 향기를 가지고 있으며, 잎의 표면에 흰색 털이 붙어있어 뽀얀 녹색 빛을 띤다.. 종류(구분, 품종) : 개똥쑥, 물쑥, 떡쑥, 사철쑥(인진쑥), 제비쑥, 참쑥. 효능 및 영양성분 : 정유 성분인 시네올은 향긋한 향과 시원한 맛을 낼 뿐만 아니라 만성 폐쇄성 폐 질환이나 천식 치료, 백혈병 예방 효과, 산모의 자궁수축, 생리통 완화 작용을 한다. 또한 비타민과 무기질이 풍부하여 피로 회복에 효과가 있다.. 열량 : 100g당 18kcal. 음식궁합 : 쌀과 섞어 떡을 만들어 섭취하면 쌀에 부족한 지방, 섬유소, 칼슘 등을 보완해준다. 브로콜리와 함께 섭취하면 무기질을 보강해 주며 검은콩, 당귀, 생강, 국화, 율무 등이 서로 잘 맞아 건강에 이로움을 준다.. 활용 : 주로 떡으로 많이 섭취하며, 말려서 차를 만들어 먹기도 한다.. 고르는 법 : 뽀얀 연둣빛을 띠며 앞뒤나 줄기에 흰색 털이 있고, 만졌을 때 부드럽고 여린 것이 맛과 향이 좋다.. 손질법 : 칼로 밑동을 잘라내고 소금물에 헹구어서 이용하면 된다. 독한 맛이 있으므로 삶아서 하룻밤쯤 물에 담갔다가 먹는 것이 좋다.. 보관법 : 물기가 없는 상태로 비닐 팩에 담아 밀봉한 후 냉장고에 보관하면 3일 정도는 선도 유지가 가능하다.. "
17,참나물,"분류 : 채소 > 산채류. 주요 생산지 : - 전북 완주- 경남 밀양- 경기 남양주, 포천, 안성. 유사재료 : 취나물, 당귀잎, 파드득나물. 특징 : 잎은 들깻잎과 비슷하게 생겼으며, 선명한 푸른색을 가지고 있다. 샐러리와 미나리를 합친 향이 특징이다.. 종류(구분, 품종) : 참나물, 큰참나물, 가는참나물, 노루참나물. 효능 및 영양성분 : 각종 비타민과 무기질이 풍부한데, 그중에서도 특히 비타민 A의 전구체인 베타카로틴의 함유량이 많다. 체내의 노폐물을 배출하고, 콜레스테롤 수치를 낮추며 항산화 작용을 통한 암 예방과 피부 노화 방지에 효능이 있다.. 열량 : 100g당 35kcal (생것, 재배 기준). 음식궁합 : 두부와 함께 먹으면 좋은데 취나물에는 각종 비타민과 무기질이 많고, 두부에는 식물성 단백질이 풍부해 함께 조리하면 영양학적으로 균형 잡인 식단을 섭취할 수 있다.. 활용 : 생채, 쌈, 나물, 국 등에 다양하게 활용된다.. 고르는 법 : 잎이 밝은 연녹색이면서 시든 부분 없이 생생해야 하며, 특유의 향이 진한 것을 고른다.. 손질법 : 흐르는 물로 겉에 묻은 흙과 이물질을 제거해준 후 시든 잎과 뿌리를 떼어내고 용도에 맞게 생으로 먹거나, 데쳐서 사용하면 된다.. 보관법 : 신문지나 키친타월로 싸서 분무기로 물을 뿌려준 뒤 냉장고 신선실에 넣어두면 3~4일 정도는 보관할 수 있다.. "
18,케일,"외국어 표기 : Kale(영어). 분류 : 채소 > 엽채류. 원산지 : 유럽 지중해. 주요 생산지 : 경기 이천, 여주 등. 특징 : 녹황색 채소 중 베타카로틴의 함량이 가장 높은 채소로, 풍부한 영양성분을 갖고 있어 주목받고 있다.. 종류(구분, 품종) : 쌈케일, 곱슬케일, 꽃케일 등. 효능 및 영양성분 : 베타카로틴은 항산화 작용을 해 항암효과와 면역력 향상, 각종 암 예방에 도움을 준다. 루테인도 풍부하게 함유되어있어 눈 건강에도 좋다.. 열량 : 100g당 43kcal. 음식궁합 : 레몬, 파인애플, 사과와 잘 어울린다. 바삭한 과자, 주스로 다양하게 섭취할 수 있다.. 활용 : 주로 쌈 채소나 샐러드, 녹즙으로 활용되지만 케일일 김치나 살짝 데쳐서 나물로, 또는 주스나 칩 등으로 다양하게 활용할 수 있다.. 고르는 법 : 잎이 진한 녹색을 띠는 것이 신선하고, 들어보았을 때 묵직하고, 표면에 반점이 없는 것이 좋다. 녹즙용으로는 잎이 크고 대가 굵은 것이 좋지만 쌈이나 샐러드용으로는 부드러운 어린잎을 고르는 것이 좋다.. 손질법 : 뿌리나 잎에 묻은 이물질을 떼어내고 흐르는 물에 깨끗이 씻어 체에 밭쳐 물기를 제거해 사용한다.. 보관법 : 케일은 잎이 쉽게 시들 수 있기 때문에 신문지나 비닐 팩으로 싸서 냉장 보관하는 것이 좋다.. "
19,머위,"분류 : 채소 > 산채류. 주요 생산지 : 충남 논산, 서천. 유사재료 : 곰취-머윗잎, 토란대/고구마줄기-머윗대. 특징 : 짙은 녹색을 띠며 곰취처럼 둥글고 넓은 잎과 통통한 줄기를 가지고 있다. 머윗잎과 머윗대의 식감이 다르고 활용방법도 다르다.. 효능 및 영양성분 : 비타민 A가 풍부하게 함유된 산나물이다. 특히 잎자루(머윗대)는 칼슘 함량이 높아 뼈 건강에 도움이 된다. 섬유질이 많아 다이어트에 좋고 변비를 예방할 수 있다.. 열량 : 100g당 32kcal(잎자루, 생것), 50kcal(잎, 생것). 음식궁합 : 머위에는 각종 비타민과 무기질이 많고, 들깨에는 단백질과 불포화지방산이 풍부하게 들어있기 때문에, 둘을 같이 조리하면 영양학적으로 균형 잡인 음식을 먹을 수 있다.. 활용 : 생채, 나물, 국 등에 다양하게 활용. 고르는 법 : 잎이 시들지 않고, 줄기를 눌러 봤을 때 단단한 것을 고른다. 줄기가 너무 굵거나 가늘지 않아야 하며, 대가 곧게 뻗은 것이 좋다.. 손질법 : 잎과 줄기의 겉껍질을 벗겨내야 하는데, 껍질이 꽤 두껍기 때문에 소금물에 삶아낸 후 벗기면 수월하게 벗길 수 있다.. 보관법 : 씻지 않은 채 비닐 팩에 넣어 입김을 불어준 뒤 밀봉하여 냉장고 신선실에 두면 2~3일 정도 보관이 가능하다.. "
20,돌나물,"분류 : 채소 > 산채류. 주요 생산지 : - 경기 남양주, 이천- 경북 안동- 전북 진안. 특징 : 선명한 초록빛의 연한 줄기와 잎을 가지고 있다. 길이가 3~5cm 내외로 작으며 자생력이 강해 어느 곳에서든지 잘 자란다.. 효능 및 영양성분 : 칼슘 함량은 우유의 2배이며, 수분함량도 수박보다 많다. 폐경 이후 여성호르몬 감소로 인한 고지혈증, 피부 탄력 감소, 골다공증 증상 개선에 효과가 있다.. 열량 : 100g당 15kcal. 음식궁합 : 육류와 잘 어울려 서로 부족한 영양분을 보충해 준다. 돌나물 비빔밥, 무침, 물김치로 활용 하면 좋다.. 활용 : 생채로 무침 요리에 많이 쓰이며, 물김치를 만들어도 좋다.. 고르는 법 : 잎이 짧고 굵으며 만졌을 때 통통한 것, 잎의 색깔은 파릇하고 선명한 녹색 빛을 띠는 것이 좋다.. 손질법 : 짓무른 잎 정도만 제거하고 체에 담아 털면서 이물질을 제거해준다. 체에 담은 채로 소금물에 2~3회 담갔다가 빼주면 특유의 풋내를 잡을 수 있다.. 보관법 : 비닐 팩에 젖은 키친타월과 함께 돌나물을 넣어 냉장 보관하면 2~3일 정도 싱싱하게 유지할 수 있다.. "
21,산마늘,"분류 : 채소 > 산채류. 주요 생산지 : -경북 울릉, 영양-강원 평창, 인제, 홍천, 강릉-경남 하동. 어원/유래 : 산나물 중 유일하게 마늘 향이 난다고 하여 ‘산마늘’이라고 불리게 되었으며, 울릉도에서는 춘궁기에 목숨을 이어준다고 하여 ‘명이나물’이라고 불렸다.. 특징 : 산마늘은 주로 장아찌로 많이 이용하며, 쌈, 튀김, 초무침, 샐러드 등 다양한 요리에 이용된다. 울릉도산과 강원도산으로 구분할 수 있는데 울릉도산은 잎이 넓고 둥근 반면, 강원도산은 잎이 길고 좁은 것이 특징이다.. 효능 및 영양성분 : 알리신은 비타민 B1 활성화 및 항균작용을 하며, 콜레스테롤을 낮춰준다. 또한 비타민 A가 많아 피부를 매끄럽게 하고, 감기에 대한 저항력을 높이며 호흡기를 튼튼하게 하고 시력을 보호한다.. 열량 : 100g당 20Kcal. 음식궁합 : 육류, 특히 돼지고기와 궁합이 잘 맞는다.. 활용 : 나물, 전 등에 활용이 가능하지만 제철이 짧기 때문에 주로 장아찌를 담가 먹는다.. 고르는 법 : 산마늘을 고를 때에는 잎이 수분감이 있고, 짙은 녹색으로 된 것을 고른다. 장아찌는 원산지를 잘 살펴서 구매한다.. 손질법 : 산마늘은 잎 사이사이에 흙과 불순물이 숨어있기 때문에 깨끗한 물에 여러 번 씻어주어야 하고, 줄기의 끝부분은 제거하여야 한다.. 보관법 : 랩에 싸서 냉장고에 보관하고, 최대한 빨리 섭취한다.. "
22,두릅,"분류 : 채소 > 산채류. 주요 생산지 : -경기 가평-강원 강릉, 철원, 홍천, 양양-전북 순창. 유사재료 : 오가피순. 특징 : 음나무의 새순으로, 한 가지에 단 하나의 순만 자라기 때문에 재배면적에 비해 수확량이 적어 값이 비싸다. 굵은 줄기에 여러 갈래의 새순이 붙어있는 형태를 띠고 있다.. 종류(구분, 품종) : 참두릅, 개두릅, 땅두릅. 효능 및 영양성분 : 비타민 A, 비타민 B군과 비타민 C의 함량이 높아서 원기를 회복하는데 탁월한 효과가 있으며 우리 몸의 면역체계를 강화하는 데 도움이 된다.. 열량 : 100g당 26kcal. 음식궁합 : 소고기와 두릅을 함께 먹으면, 단백질과 함께 두릅에 함유된 다양한 비타민과 무기질을 함께 섭취할 수 있어 좋은 보양식이 된다.. 활용 : 숙회로 많이 먹고, 전을 부치거나 장아찌를 담가도 좋다.. 고르는 법 : 줄기가 연하지만 수분감이 있고 탄력이 있는 것으로 골라야 한다. 순의 끝부분 잎이 펼쳐지지 않고 오므라든 것이 신선하고 부드러운 두릅이다.. 손질법 : 두릅 밑동을 감싸고 있는 나무껍질 부분을 칼로 깔끔히 잘라준 후, 흐르는 물에 가지와 잎 사이를 깨끗이 씻고 잔가시를 제거한 후 조리한다.. 보관법 : 스프레이로 두릅에 충분히 물기를 얹어준 후 신문지나 키친타월로 싸서 냉장고 신선실에 보관한다.. "
23,열무,"분류 : 채소 > 근채류. 주요 생산지 : 경기 고양, 포천, 남양주, 구리, 파주. 유사재료 : 순무, 총각무. 어원/유래 : 열무라는 명칭은 ‘어린 무’를 뜻하는 ‘여린 무’에서 유래하였다.. 특징 : 다른 무와는 다르게 뿌리보다는 잎을 먹기 위해 사용한다. 짙은 초록색의 무청과 엄지 손가락만큼 작은 뿌리가 특징이다.. 효능 및 영양성분 : 섬유질이 풍부하고 열량이 적은 알칼리성 식품이다. 비타민 B군, 비타민 C, 베타카로틴, 사포닌 성분이 다량 함유되어 있어 원기 회복에 좋고, 혈압을 조절해주는 효과가 있다.. 열량 : 100g당 17kcal. 음식궁합 : 열무와 보리밥을 함께 먹으면 열무의 풍부한 비타민, 무기질과 보리밥의 탄수화물, 식물성 단백질을 모두 섭취할 수 있어 궁합이 좋다.. 활용 : 각종 나물과 생채, 김치로 활용하며 국을 끓여 먹어도 좋다.. 고르는 법 : 잎이 연둣빛으로 싱싱한 것을 골라야 하고, 잘랐을 때 줄기의 단면에 수분감이 있는 것이 좋다.. 손질법 : 시래기로 쓸 수 있는 겉잎을 떼어내고, 열무의 뿌리와 줄기 사이의 거뭇한 부분을 칼로 긁어내며 손질을 한다. 그다음 맑은 물에서 깨끗하게 씻어 사용한다.. 보관법 : 신문지나 키친타월에 싸서 밑동을 아래로 하고 냉장고 신선실에 보관하면 2~3일 정도 냉장 보관이 가능하다.. "
24,더덕,"분류 : 채소 > 산채류. 주요 생산지 : -강원 정선, 횡성, 홍성, 평창-경기 가평, 양평, 남양주, 시흥, 파주-충북 제천. 유사재료 : 도라지, 잔대. 특징 : 삼(蔘)류 특유의 쌉쌀한 맛이 특징이다. 흰색 속살을 가지고 있으며, 섬유질이 풍부하여 갈랐을 때 결대로 찢어지는 특성을 보인다.. 구분(구분, 품종) : 자연산더덕(산더덕), 재배더덕(밭더덕). 효능 : 더덕에는 다량의 사포닌이 함유되어 있어 혈관질환과 암 예방에 도움이 되는 효능을 가지고 있다. 가슴 통증을 동반한 기침이나 가래, 천식, 고혈압, 콜레스테롤 제거, 염증 치료와 피부 해독, 자양강장 등에도 효과가 있다.. 열량 : 100g당 78kcal. 음식궁합 : 더덕은 알칼리성 식품으로 고기류와 함께 섭취하면 고기의 산성 성분이 중화되어 궁합이 좋다.. 활용 : 생채, 구이 등에 활용. 고르는 법 : 뿌리가 희고 굵으며 몸 전체가 곧게 쭉 뻗은 것을 골라야 한다. 또한 표면 주름이 깊지 않고 잔가지가 많지 않은 것이 좋다.. 손질법 : 흙을 깨끗이 씻어낸 후 칼집을 내어 외피를 벗겨낸다. 더덕의 섬유질은 유난히 강하다는 특징이 있으므로 밀대로 두드리거나 밀면 섬유질이 연해져 부드럽게 섭취할 수 있다.. 보관법 : 10℃ 전후 온도가 가장 좋으며, 젖은 신문지에 싸서 냉장고 신선실에 보관해 두면 비교적 오랫동안 마르지 않고 보관할 수 있다.. "
25,곤드레,"분류 : 채소 > 산채류. 주요 생산지 : 강원 정선, 평창, 영월, 태백. 제철 : 5~6월. 유사재료 : 취나물 (털이 많고 억센 취나물에 비해 곤드레는 연하고 부드러워 먹을 때 씹히는 맛이 야들야들하고, 삼킬 때도 매끄러움). 특징 : 생으로 섭취하여도 좋지만, 주로 말린 곤드레로 밥을 지어먹는다. 잎은 곰취처럼 넓고 짙은 녹색을 띠고 있다.. 효능 및 영양성분 : 식물성 단백질이 풍부하게 들어있어 예로부터 구황식물로 쓰였다. 또한 칼슘, 인, 철분이 많이 함유되어 있어 뼈를 튼튼하게 하고 빈혈을 예방해준다.. 열량 : 100g당 275kcal (말린 것). 음식궁합 : 쌀 (단백질, 칼슘, 비타민 A 등의 영양이 풍부한 곤드레를 탄수화물이 풍부한 쌀과 섞어서 밥을 지어 먹으면 그 맛이 일품으로 서로 부족한 영양을 보충할 수 있음). 활용 : 곤드레밥, 나물, 국 등 한식에 널리 활용. 고르는 법 : 생곤드레를 구매할 때는 잎에 상처나 벌레 먹은 자국이 없는 것을 고르고, 줄기나 잎이 시들지 않았는지 확인해야 한다. 건 곤드레는 전체적으로 고르게 녹갈색을 띠고 있는 것이 잘 건조된 곤드레이다.. 손질법 : 생곤드레는 흐르는 물에 깨끗이 씻어서 사용하고, 건 곤드레는 끓는 물에 10~15분가량 삶고, 불을 끈 뒤 10분 정도 물에 충분히 불려준 다음 사용하면 된다.. 보관법 : 생곤드레는 잘 씻어서 물기를 제거한 후 비닐 팩에 밀봉하여 냉장고 신선실에 두면 2일 정도 보관이 가능하다.. "
26,냉이,"분류 : 채소 > 산채류. 주요 생산지 : - 충남 서산, 태안, 홍성- 전남 보성. 제철 : 3~4월. 특징 : 쌉쌀한 맛과 특유의 향이 있는 냉이는 주로 이른 봄에 수확하여 무침, 국, 전 등 다양한 요리에 사용된다.. 종류(구분, 품종) : 일반 냉이, 황새냉이, 미나리냉이, 크레송(물냉이)등 종류가 다양하며, 고추냉이 또한 냉이과의 채소이다.. 효능 및 영양성분 : 단백질과 비타민이 풍부한 알칼리성 작물로 특히 비타민 A, B1, C가 풍부해 원기를 돋우고, 피로 회복과 춘곤증에 좋다. 칼슘, 칼륨, 인, 철 등 무기질 성분도 다양하여 지혈과 산후출혈 등에 처방하는 약재로도 사용된다.. 열량 : 100g당 40kcal. 음식궁합 : 단백질 함량이 높은 냉이는 날콩가루와 함께 조리하면 영양이 우수한 음식이 된다. 냉이밥, 냉이튀김, 돼지고기를 넣은 냉이 만두로 즐겨도 좋다.. 활용 : 국이나 찌개류에 많이 활용하며, 전이나 조림을 만들어도 좋다.. 고르는 법 : 잎과 줄기가 작은어린 냉이가 맛있다. 냉이 특유의 향을 내는 뿌리는 너무 단단하지 않고, 잔털이 적은 것을 골라야 한다.. 손질법 : 흐르는 물에 잘 씻어 흙을 제거한 뒤 냉이의 잔뿌리를 칼로 살살 긁어낸다. 그 후 시든 잎을 떼어내고 30분 정도 물에 담가두어 흙 등을 제거하고 흐르는 물에 씻어 사용한다.. 보관법 : 냉장고에 보관할 때는 흙이 묻은 상태에서 키친타월로 잘 싸서 비닐 팩에 담아 냉장 보관한다.. "
27,도라지,"분류 : 채소 > 산채류. 주요 생산지 : -경기 여주, 이천, 김포-강원 홍천, 삼척, 횡성-충남 금산, 논산. 유사재료 : 더덕, 잔대. 특징 : 삼(蔘)류 특유의 쌉쌀한 맛이 특징이다. 흰색 속살을 가지고 있으며, 시중에는 통 도라지와 깐 도라지 두 종류가 유통되고 있다.. 효능 및 영양성분 : 섬유질이 많고 비타민과 무기질이 풍부하다. 도라지의 쓴맛을 내는 주요 성분인 사포닌은 기관지 및 호흡기 건강에 좋다.. 열량 : 100g당 74kcal. 음식궁합 : 꿀과 배는 도라지에 부족한 열량을 보충해 주고 쓴맛을 줄여준다.. 활용 : 밥, 국, 나물, 생채, 전 등에 다양하게 활용된다.. 고르는 법 : 통도라지는 가늘고 짧으며 잔뿌리가 많고, 원뿌리도 인삼과 같이 2~3갈래로 갈라진 것을 골라야 한다. 깐 도라지는 흰색을 띠며 향기가 강하고, 모양이 휘지 않고 반듯한 것이 좋다.. 손질법 : 잔뿌리를 잘 다듬어 떼어내고 표피는 칼로 긁어서 벗겨낸 후에 물로 깨끗이 씻어 준다. 손질을 한 도라지는 소금에 주물러서 쓴맛을 빼주고 물에 담가 둔다.. 보관법 : 통도라지를 물이 촉촉하게 젖은 신문지나 키친타월에 싸서 서늘하게 보관하거나, 껍질을 벗기고 햇볕에 말리면 오래 보관할 수 있다.. "
