이름,id,대분류,소분류,재료,건강정보,조회수,link
베트남식매운국수,1989672,48162,48198,"['중면', '고추기름', '물', '새우', '후춧가루', '대파', '고수', '청양고추', '썬', '고춧가루', '까나리액젓', '소금', '월계수잎', '양파', '마늘']","['항암', '고혈압', '관절염']","8,880",/entry.nhn?docId=1989672&cid=48162&categoryId=48198
면신선로,740982,48162,48198,"['후춧가루', '참기름', '다진마늘', '붉은고추', '물', '새우', '대파', '쪽파', '계란', '쑥갓', '쇠고기', '패주', '미나리', '국간장', '다진파', '마늘', '불린해삼', '석이버섯', '밀국수', '삶은죽순']","['항암', '고혈압', '관절염']","3,399",/entry.nhn?docId=740982&cid=48162&categoryId=48198
회국수  메밀국수에 대구회무침 올린,5668079,48162,48198,"['다진생강', '배', '대파', '대구', '메밀국수', '달걀', '설탕', '미나리', '참기름', '통깨', '식초', '간장', '소금', '다진마늘', '오이', '고춧가루', '무']",['고혈압'],"2,231",/entry.nhn?docId=5668079&cid=48162&categoryId=48198
물냉면,5678490,48162,48198,"['홍고추', '배', '설탕', '겨자장', '삶은계란', '식초', '오이', '무', '냉면용']",[],979,/entry.nhn?docId=5678490&cid=48162&categoryId=48198
비빔면,1988219,48162,48198,"['당근', '라면등으로대체하여도', '설탕', '라면', '참기름', '오이', '간장', '대파', '양념', '기호에따라', '기호에따라다른야채를추가하거나대체하여도', '소면', '고춧가루', '양배추', '마늘', '달걀', '식용유', '식초', '깨소금']","['항암', '고혈압', '관절염']","61,883",/entry.nhn?docId=1988219&cid=48162&categoryId=48198
전복해물짬뽕,1988466,48162,48198,"['바지락', '후춧가루', '건해삼', '없을경우에는시판용다시다를약간넣고소금으로간을맞추는방법도', '오징어', '물', '새우', '시판용다시다', '치킨파우더', '고춧가루', '청주', '애호박', '전복', '양파', '마늘', '식용유', '홍합', '청경채', '목이버섯', '소금', '생면']","['항암', '고혈압', '관절염']","48,103",/entry.nhn?docId=1988466&cid=48162&categoryId=48198
얼큰 해물수제비,1992923,48162,48198,"['바지락', '고추장', '후춧가루', '다진마늘', '물', '대파', '양념', '청양고추', '고춧가루', '청주', '감자', '애호박', '다시마', '중력분', '국간장', '양파', '국물용멸치', '식용유', '맛국물', '낙지', '소금', '수제비반죽']","['고혈압', '관절염']","42,343",/entry.nhn?docId=1992923&cid=48162&categoryId=48198
캠핑 자장면,1991899,48162,48198,"['전분', '춘장', '당근', '식용유', '후추', '칼국수면', '호박', '오이', '소금', '돼지고기', '양파']","['항암', '고혈압']","12,221",/entry.nhn?docId=1991899&cid=48162&categoryId=48198
요리어묵 우동탕,1991066,48162,48198,"['게맛살', '대파', '어묵', '시판우동면', '긴꼬치', '계란', '표고버섯', '홍고추', '쑥갓', '청고추']","['항암', '고혈압']","11,531",/entry.nhn?docId=1991066&cid=48162&categoryId=48198
캠핑 수제비,1991898,48162,48198,"['육수', '다시마', '멸치', '밀가루', '호박', '소금', '양파', '파', '간장']","['고혈압', '관절염']","8,095",/entry.nhn?docId=1991898&cid=48162&categoryId=48198
아욱된장 수제비,1992550,48162,48198,"['된장', '물', '고추장', '다시마', '모시조개', '아욱양념', '참기름', '밀가루', '호박', '소금', '아욱', '수제비반죽']",['관절염'],"6,913",/entry.nhn?docId=1992550&cid=48162&categoryId=48198
볶음라면,1988278,48162,48198,"['햄', '물', '고추기름', '라면사리', '검은깨', '대파', '김', '양배추', '마늘', '물엿', '통깨', '볶음양념장', '맛술', '청피망', '양파', '홍피망', '올리브유', '기호에따라변경할수']","['항암', '고혈압', '당뇨', '관절염']","175,394",/entry.nhn?docId=1988278&cid=48162&categoryId=48198
쫄면,1988164,48162,48198,"['상추', '무순', '콩나물', '쫄면', '당근', '달걀', '양념', '양배추', '설탕', '깻잎', '오렌지주스', '통깨', '식초', '참기름', '소면', '오이', '고춧가루', '마늘']","['항암', '고혈압', '관절염']","106,008",/entry.nhn?docId=1988164&cid=48162&categoryId=48198
비빔 곤약국수,1992911,48162,48198,"['고추장', '다진마늘', '단무지', '매실액', '시금치곤약국수', '초고추장양념', '설탕', '미나리', '깻잎', '참기름', '식초', '레몬즙', '붉은고추', '양파', '다진파', '갠겨자']","['항암', '고혈압']","89,867",/entry.nhn?docId=1992911&cid=48162&categoryId=48198
김치말이국수,1989659,48162,48198,"['배추김치', '쪽파', '배추김치양념', '멸치', '김', '설탕', '썬', '김칫국물', '달걀지단', '통깨', '식초', '국수장국양념', '소금', '참기름', '소면', '마늘', '깨소금']","['항암', '고혈압', '관절염']","83,490",/entry.nhn?docId=1989659&cid=48162&categoryId=48198
메밀국수,1988695,48162,48198,"['물', '후춧가루', '무', '대파', '달걀', '당근', '다시마', '김', '메밀면', '식용유약간', '간장', '참기름', '소금', '깨소금', '쇠고기']","['항암', '고혈압', '관절염']","69,386",/entry.nhn?docId=1988695&cid=48162&categoryId=48198
바지락호박칼국수,1989663,48162,48198,"['바지락', '후춧가루', '참기름', '간장', '물', '대파', '청양고추', '칼국수', '물엿', '고춧가루', '청주', '애호박', '다시마', '국간장', '홍고추', '양파', '칼국수매운양념', '마늘', '식초', '소금', '깨소금']","['항암', '고혈압', '관절염']","50,962",/entry.nhn?docId=1989663&cid=48162&categoryId=48198
칡냉면,1988520,48162,48198,"['고추장', '육수', '야채', '설탕', '참기름', '오이', '무', '물', '대파', '고춧가루', '쇠고기', '대신다시마를사용할경우가벼운맛을낼수', '다시마', '냉면', '다대기', '양파', '마늘', '생강', '식초', '소금', '깨소금']","['항암', '고혈압', '관절염']","48,803",/entry.nhn?docId=1988520&cid=48162&categoryId=48198
소바,1991510,48162,48198,"['가쓰오아츠케즈리', '덧가루', '설탕', '반죽', '강력분', '물', '우스쿠치쇼유', '메밀가루', '산초가루', '소바용다시물', '가쓰오부시', '소바', '다시마', '맛술', '다시물', '실파', '카케다시', '소금', '오리가슴살']",['관절염'],"36,881",/entry.nhn?docId=1991510&cid=48162&categoryId=48198
진한 콩국수,1991090,48162,48198,"['배', '콩국물', '얼음', '달걀', '토마토', '소금', '소면', '오이']","['항암', '고혈압', '당뇨']","30,001",/entry.nhn?docId=1991090&cid=48162&categoryId=48198
무볶음야키우동,1989130,48162,48198,"['올리브오일', '우스터소스', '후춧가루', '당근', '생우동', '설탕', '썬', '참기름', '통깨', '간장', '소금', '청피망', '양파', '마늘', '무']","['항암', '고혈압', '관절염']","11,459",/entry.nhn?docId=1989130&cid=48162&categoryId=48198
중국식바지락볶음면,1989676,48162,48198,"['김가루', '바지락살', '깨소금', '후춧가루', '대파', '청양고추', '칼국수', '두반장', '생강', '소금', '참기름', '홍고추', '마늘', '간장']","['항암', '고혈압', '관절염']","10,703",/entry.nhn?docId=1989676&cid=48162&categoryId=48198
쟁반국수,1990857,48162,48198,"['육수', '근대잎', '깻잎', '삶은계란', '붉은양배추', '양념장', '배', '대파', '쇠고기', '당귀싹', '방울토마토', '메밀국수', '양배추', '치커리', '홍고추', '다진파', '발효겨자', '상추', '무순', '생밤', '레몬즙', '풋고추']",['항암'],"9,733",/entry.nhn?docId=1990857&cid=48162&categoryId=48198
국수장국,3390221,48162,48198,"['향채파', '물', '애호박', '달걀', '식용유', '끓을때붓는물', '국수', '실고추', '소금', '청장', '삶는물', '마늘', '또는맑은', '육수쇠고기']","['항암', '고혈압', '관절염']","9,084",/entry.nhn?docId=3390221&cid=48162&categoryId=48198
재첩칼국수,1992508,48162,48198,"['물', '부추', '후춧가루', '재첩', '칼국수', '소금', '다진마늘']",['항암'],"3,082",/entry.nhn?docId=1992508&cid=48162&categoryId=48198
우엉 가키아게 우동,1992990,48162,48198,"['후춧가루', '당근', '밀가루', '물', '보리새우', '대파', '달걀노른자', '가쓰오부시', '튀김반죽', '청주', '다시마', '얼음물', '박력분', '우엉', '우스구치간장', '맛국물', '참나물', '우동면', '소금', '튀김기름']","['항암', '고혈압', '관절염']","2,669",/entry.nhn?docId=1992990&cid=48162&categoryId=48198
버섯장국수제비,1990471,48162,48198,"['된장', '물', '느타리버섯', '솎음배추', '후춧가루', '대파', '다시마', '멸치', '수제비', '소금', '다진마늘', '풋고추', '양파']","['고혈압', '관절염']","1,359",/entry.nhn?docId=1990471&cid=48162&categoryId=48198
느릅쟁이국수,5667856,48162,48198,"['느릅쟁이가루', '육수', '동치미무', '달걀', '옥수수가루', '오이', '동치미국물', '돼지고기']",[],835,/entry.nhn?docId=5667856&cid=48162&categoryId=48198
열무국수,1988344,48162,48198,"['물', '국물', '육수', '채소육수', '대파', '달걀', '설탕', '다시마사방', '고춧가루', '식초', '소금', '참기름', '소면', '홍고추', '열무김치', '연겨자', '마늘', '깨소금']","['항암', '고혈압', '관절염']","168,959",/entry.nhn?docId=1988344&cid=48162&categoryId=48198
막국수,1988696,48162,48198,"['배추김치', '고추장', '양념', '메밀면', '참기름', '소금', '동치미국물', '오이', '고춧가루', '마늘', '간장']","['항암', '고혈압', '관절염']","84,021",/entry.nhn?docId=1988696&cid=48162&categoryId=48198
비빔국수,1990768,48162,48198,"['건표고', '대파', '달걀', '식용유', '석이버섯', '참기름', '표고', '간장', '쇠고기', '소금', '오이', '마늘', '마른국수', '실고추']","['항암', '고혈압', '관절염']","68,816",/entry.nhn?docId=1990768&cid=48162&categoryId=48198
들깨 칼국수,1992935,48162,48198,"['국물', '다시마국물', '밀가루', '소금', '국간장', '부추즙', '들깨즙']",[],"68,322",/entry.nhn?docId=1992935&cid=48162&categoryId=48198
춘천막국수,1624610,48162,48198,"['배추김치', '고추장', '설탕약간다대기양념장고춧가루', '메밀국수', '김칫국물', '식초', '간장', '참기름', '다진마늘', '깨소금', '오이반', '다진파', '무']",[],"63,161",/entry.nhn?docId=1624610&cid=48162&categoryId=48198
쟁반국수,1988250,48162,48198,"['적채', '땅콩', '당근', '설탕', '메밀면', '깻잎', '참기름', '메추리알', '오이', '간장', '대파', '양념', '연겨자', '고춧가루', '쇠고기', '방울토마토', '쇠고기육수', '양배추', '후추', '양파', '마늘', '사이다', '들깻가루', '식초', '소금']","['항암', '고혈압', '관절염']","37,992",/entry.nhn?docId=1988250&cid=48162&categoryId=48198
우동,1992738,48162,48198,"['물', '맛국물', '국물용멸치', '다시마사방', '우동면', '간장', '소금', '맛술', '쑥갓', '팽이버섯']","['항암', '고혈압']","33,166",/entry.nhn?docId=1992738&cid=48162&categoryId=48198
국수장국,1990767,48162,48198,"['애호박', '달걀', '식용유', '마른', '석이버섯', '참기름', '간장', '소금', '쇠고기', '실고추']",[],"27,008",/entry.nhn?docId=1990767&cid=48162&categoryId=48198
콩나물 해물 칼국수,1992116,48162,48198,"['바지락', '물', '후춧가루', '콩나물', '다시마', '양념장', '칼국수', '호박', '소금', '다진마늘', '고춧가루', '다진파', '오징어']",['관절염'],"12,254",/entry.nhn?docId=1992116&cid=48162&categoryId=48198
팥 칼국수,1992529,48162,48198,"['삶은팥앙금', '소금', '칼국수면', '설탕']",[],"9,580",/entry.nhn?docId=1992529&cid=48162&categoryId=48198
두부국수,1988573,48162,48198,"['육수', '대파', '양념장', '멸치', '김', '청양고추', '고춧가루', '참기름', '소면', '깨소금', '양파', '마늘', '무', '두부']","['항암', '고혈압', '관절염']","8,704",/entry.nhn?docId=1988573&cid=48162&categoryId=48198
냉이 된장 수제비,1992880,48162,48198,"['된장', '바지락', '물', '고추장', '느타리버섯', '멸치국물', '다진마늘', '대파', '밀가루', '소금', '붉은고추', '냉이']",['항암'],"4,047",/entry.nhn?docId=1992880&cid=48162&categoryId=48198
물냉면,5682921,48162,48198,"['홍고추', '물', '육수', '배', '국물동치미국물', '대파', '설탕', '메밀면', '겨자장', '삶은계란', '식초', '통후추', '소금', '오이', '마늘', '무']","['항암', '고혈압', '관절염']","1,871",/entry.nhn?docId=5682921&cid=48162&categoryId=48198
콩깨국칼국수,5667847,48162,48198,"['물', '메밀가루', '마른', '볶은들깨', '밀가루', '소금']",[],528,/entry.nhn?docId=5667847&cid=48162&categoryId=48198
원산막국수  메밀국수에 매콤한 꿩양념,5668080,48162,48198,"['후춧가루', '꿩고기', '메밀국수', '달걀', '국간장', '소금', '다진마늘', '고춧가루', '다진파']",[],285,/entry.nhn?docId=5668080&cid=48162&categoryId=48198
치즈라볶이,1988540,48162,48198,"['물', '고추장', '떡', '대파', '달걀', '당근', '어묵', '양념', '양배추', '모차렐라치즈', '설탕', '물엿', '라면', '고춧가루', '참기름', '라면수프', '양파', '깨소금']","['항암', '고혈압']","154,092",/entry.nhn?docId=1988540&cid=48162&categoryId=48198
비빔냉면,1989662,48162,48198,"['실파', '고추장', '사이다', '달걀', '초절임양념', '초고추장양념', '설탕', '썬', '냉면', '물엿', '식초', '소금', '오이', '고춧가루', '마늘', '무']","['항암', '고혈압', '관절염']","81,408",/entry.nhn?docId=1989662&cid=48162&categoryId=48198
냉짬뽕,1988195,48162,48198,"['굴소스', '물', '홍고추', '새우', '육수', '후춧가루', '면', '해파리', '무순', '치킨파우더', '건해삼', '설탕', '식초', '갑오징어', '소금', '오이', '오징어']",[],"30,628",/entry.nhn?docId=1988195&cid=48162&categoryId=48198
굴짬뽕,1988318,48162,48198,"['애호박', '청주', '물', '굴', '후춧가루', '시판용다시다', '대파', '식용유', '양념', '없을경우에는시판용다시다를약간넣고소금으로간을맞추는방법도', '치킨파우더', '목이버섯', '청경채', '넣어도국물맛이', '소금', '양파', '생면', '마늘']","['항암', '고혈압', '관절염']","27,204",/entry.nhn?docId=1988318&cid=48162&categoryId=48198
캠핑 비빔국수,1991900,48162,48198,"['고추장', '다진마늘', '설탕', '식초', '고춧가루', '참기름', '소면', '오이', '양파', '깨소금']",['고혈압'],"19,170",/entry.nhn?docId=1991900&cid=48162&categoryId=48198
김치 비빔국수,1992783,48162,48198,"['애호박', '배', '식용유', '김치', '마른표고버섯', '참기름', '소금', '오이', '깨소금', '국수']",['항암'],"16,598",/entry.nhn?docId=1992783&cid=48162&categoryId=48198
메밀국수볶음,1990236,48162,48198,"['바지락', '물', '후춧가루', '당근', '메밀국수', '청경채', '올리브유', '소금', '다진마늘', '홍고추', '맛타리버섯', '청주', '간장']","['항암', '고혈압']","8,969",/entry.nhn?docId=1990236&cid=48162&categoryId=48198
참치 샐러드 소바,1992993,48162,48198,"['물', '낫토', '다시마', '메밀국수', '새싹채소', '황설탕', '참치', '가쓰오부시', '맛술', '마른표고버섯', '통후추', '쯔유', '메추리알', '양파', '청주', '간장', '마른중국고추']","['항암', '고혈압', '관절염']","7,229",/entry.nhn?docId=1992993&cid=48162&categoryId=48198
백김치냉면,1624608,48162,48198,"['장조림', '설탕', '썰어서', '냉면', '식초', '소금', '참기름', '붉은고추', '백김치', '양념깨소금']",[],"4,393",/entry.nhn?docId=1624608&cid=48162&categoryId=48198
청포묵 국수말이,1992533,48162,48198,"['풋고추', '깨소금', '청포묵', '녹차소면', '양념장', '설탕', '소금', '참기름', '붉은고추', '오이', '간장']",[],"4,119",/entry.nhn?docId=1992533&cid=48162&categoryId=48198
해물 단호박 수제비,1991124,48162,48198,"['애호박', '물', '청주', '밀가루반죽', '후춧가루', '육수', '대파', '다시마', '모시조개', '멸치', '밀가루', '소금', '홍고추', '단호박', '오징어']","['항암', '관절염']","2,996",/entry.nhn?docId=1991124&cid=48162&categoryId=48198
골동면,1991208,48162,48198,"['다진마늘', '식용유', '백지단', '소면밑간', '설탕', '황지단', '쇠고기양념', '간장', '참기름', '소면', '오이', '가지', '소금', '쇠고기']","['항암', '고혈압']","2,790",/entry.nhn?docId=1991208&cid=48162&categoryId=48198
비빔냉면,5682918,48162,48198,"['고추장', '소고기', '메밀면', '설탕', '오이', '무', '물', '양념양파', '배', '대파', '계란', '고춧가루', '통후추', '마늘', '꿀', '겨자장', '생강', '식초', '사과', '소금']","['항암', '고혈압', '당뇨', '관절염']","2,462",/entry.nhn?docId=5682918&cid=48162&categoryId=48198
콩국수,1989670,48162,48198,"['중면', '우유', '생수', '통깨', '소금', '오이', '흰콩', '두부']",['관절염'],"101,063",/entry.nhn?docId=1989670&cid=48162&categoryId=48198
볶음 쌀국수,1990682,48162,48198,"['물', '우리쌀국수', '청경채', '파프리카', '참기름', '닭가슴살', '간장', '팽이버섯']","['항암', '고혈압']","29,748",/entry.nhn?docId=1990682&cid=48162&categoryId=48198
들깨장비빔국수,1989667,48162,48198,"['배추김치', '간장양념장', '다시마', '들깻가루', '김', '설탕', '들기름', '소금', '다진', '소면', '오이', '마늘', '간장']","['항암', '고혈압', '관절염']","23,226",/entry.nhn?docId=1989667&cid=48162&categoryId=48198
새우 볶음국수,1992451,48162,48198,"['데리야키', '후춧가루', '대파', '식용유', '새우살', '미나리', '꼬막', '우동면', '배추잎', '붉은고추', '풋고추', '양파', '마늘', '팽이버섯']","['항암', '고혈압', '관절염']","21,037",/entry.nhn?docId=1992451&cid=48162&categoryId=48198
회국수,1992531,48162,48198,"['고추장', '청주', '검은깨', '당근', '설탕', '초고추장', '깻잎', '미나리', '마늘즙', '식초', '생강즙', '달걀소면', '소금', '유자즙', '오이', '마늘', '양상추', '참치회']","['항암', '고혈압', '당뇨', '관절염']","13,556",/entry.nhn?docId=1992531&cid=48162&categoryId=48198
김치우동,1992480,48162,48198,"['배추김치', '봉지우동', '물', '새우', '대파', '다시마', '가쓰오부시', '소금', '국물', '오징어']",['관절염'],"11,450",/entry.nhn?docId=1992480&cid=48162&categoryId=48198
물냉면,3390224,48162,48198,"['향채파', '물', '배', '발효겨자', '무', '달걀', '양념장청장', '설탕', '식초', '소금', '또는맑은', '오이', '고운고춧가루', '삶는물', '마늘', '쇠고기', '냉면국수']","['항암', '고혈압', '관절염']","11,064",/entry.nhn?docId=3390224&cid=48162&categoryId=48198
해물 감자수제비,1991995,48162,48198,"['바지락', '물', '부추', '새우', '양념장', '파다진것', '참기름', '조개국물', '소금', '마늘다진것', '깨소금', '고춧가루', '감자', '간장']","['항암', '고혈압']","10,337",/entry.nhn?docId=1991995&cid=48162&categoryId=48198
쟁반자장,1992010,48162,48198,"['후춧가루', '설탕', '호박', '오이', '간장', '오징어', '새우', '굵은파', '청주', '볶은자장', '간자장', '돼지고기', '양파', '마늘', '불린해삼', '면', '식용유', '생강', '양배추잎']","['항암', '고혈압', '관절염']","7,613",/entry.nhn?docId=1992010&cid=48162&categoryId=48198
메밀냉국수,1989664,48162,48198,"['실파', '물', '쑥갓', '진간장', '다시마', '메밀국수', '생수', '김', '설탕', '썬', '고추냉이', '국물멸치', '소금', '메밀장국', '가다랑어포', '맛술', '청주', '무']","['고혈압', '관절염']","5,827",/entry.nhn?docId=1989664&cid=48162&categoryId=48198
원추리 비빔 쌀국수,1992881,48162,48198,"['굴소스', '후춧가루', '달걀', '양념장', '설탕', '쌀국수', '물엿', '맛술', '소금', '원추리', '간장', '조갯살']",[],"5,697",/entry.nhn?docId=1992881&cid=48162&categoryId=48198
마른새우물국수,1989680,48162,48198,"['실파', '중면', '물', '새우', '배추김치', '후춧가루', '설탕', '썬', '마늘', '통깨', '소금', '참기름', '고춧가루', '청주', '김치건더기양념']","['항암', '고혈압', '관절염']","4,687",/entry.nhn?docId=1989680&cid=48162&categoryId=48198
쟁반국수,5678463,48162,48198,"['상추', '땅콩', '방울토마토', '당근', '삶은메추리알', '양배추', '메밀면', '깻잎', '홍파프리카', '오이', '청']","['항암', '고혈압']","1,074",/entry.nhn?docId=5678463&cid=48162&categoryId=48198
당근즙새알심수제비,1989870,48162,48198,"['물', '보리새우', '대파', '당근', '간', '들깻가루', '밀가루', '소금', '국간장', '양파', '마늘']","['항암', '고혈압', '관절염']","1,072",/entry.nhn?docId=1989870&cid=48162&categoryId=48198
국수비빔   조선무쌍신식요리제법,5706665,48162,48198,"['불린해삼', '전복', '배', '무김치', '삶은돼지고기', '달걀', '삶은양지머리', '생선', '소고기', '석이버섯', '미나리', '밀가루', '식용유', '표고버섯', '소금', '잣', '국수']","['항암', '고혈압']",471,/entry.nhn?docId=5706665&cid=48162&categoryId=48198
태면   요록,5706737,48162,48198,"['물', '대파', '메밀가루', '고기장국', '생콩가루', '소금', '청장']",[],195,/entry.nhn?docId=5706737&cid=48162&categoryId=48198
물냉면,1988815,48162,48198,"['물', '육수', '재래간장', '동치미무', '달걀', '대파', '쇠고기육수', '설탕', '냉면', '연겨자', '식초', '소금', '참기름', '오이', '마늘']","['항암', '고혈압', '관절염']","170,851",/entry.nhn?docId=1988815&cid=48162&categoryId=48198
메밀국수,1991316,48162,48198,"['실파', '물', '무순', '메밀국수', '김', '고추냉이', '참치액', '미림', '소금', '다시마간장', '무']",[],"85,438",/entry.nhn?docId=1991316&cid=48162&categoryId=48198
콩국수,1990540,48162,48198,"['물', '토마토', '계란', '소금', '오이', '흰콩', '국수']","['항암', '고혈압', '당뇨']","38,245",/entry.nhn?docId=1990540&cid=48162&categoryId=48198
중국식냉면,1989674,48162,48198,"['후춧가루', '절임양념', '설탕', '오이', '물', '청양고추', '냉면', '통후추', '정향', '홍고추', '돼지고기', '양파', '마늘', '다진돼지고기삶는물', '생강', '달걀지단', '식초', '소금', '겨자']","['항암', '고혈압', '관절염']","34,243",/entry.nhn?docId=1989674&cid=48162&categoryId=48198
함흥냉면,1988460,48162,48198,"['깨소금', '야채초절임', '대파', '구하기쉽고가격이', '설탕', '홍어무침', '냉면', '식초', '가오리', '소금', '참기름', '홍어', '오이', '고춧가루', '마늘', '무']","['항암', '고혈압', '관절염']","30,107",/entry.nhn?docId=1988460&cid=48162&categoryId=48198
오징어 채소 비빔국수,1991418,48162,48198,"['김가루', '깨소금', '무', '당근', '설탕', '초고추장', '미나리', '물엿', '삶은계란', '식초', '무양념', '소금', '참기름', '소면', '오이', '고춧가루', '오징어', '비빔양념장']","['항암', '고혈압']","21,771",/entry.nhn?docId=1991418&cid=48162&categoryId=48198
토마토콩국수,1988331,48162,48198,"['견과류', '검은콩', '물', '콩물', '토마토', '삶은', '소금', '오이', '국수']","['항암', '고혈압', '당뇨']","17,768",/entry.nhn?docId=1988331&cid=48162&categoryId=48198
나물볶음국수,1992969,48162,48198,"['굴소스', '물', '식용유', '양념', '마늘', '두반장', '참기름', '다진마늘', '대보름나물', '모둠해산물', '쌀국수']","['항암', '고혈압', '관절염']","15,642",/entry.nhn?docId=1992969&cid=48162&categoryId=48198
쟁반 야채소바,1991083,48162,48198,"['적채', '진간장', '육수', '후춧가루', '당근', '설탕', '깻잎', '참기름', '오이', '배', '양지머리고기양념', '고춧가루', '메밀국수', '양지육수', '국간장', '마늘', '양지머리', '달걀', '식초', '소금', '비빔양념', '파', '깨소금']","['항암', '고혈압', '관절염']","12,325",/entry.nhn?docId=1991083&cid=48162&categoryId=48198
짜장면,1989617,48162,48198,"['물', '춘장', '대파', '당근', '식용유', '설탕', '양배추', '생우동면', '생강', '오이', '소금', '물녹말', '돼지고기', '양파', '마늘']","['항암', '고혈압', '관절염']","12,314",/entry.nhn?docId=1989617&cid=48162&categoryId=48198
검은콩 냉국수,1990883,48162,48198,"['땅콩', '검은콩', '물', '방울토마토', '검은깨', '무순', '통깨', '소금', '소면', '오이', '잣']","['항암', '당뇨']","11,250",/entry.nhn?docId=1990883&cid=48162&categoryId=48198
단호박 비빔국수,1992555,48162,48198,"['고추장', '표고버섯양념', '당근', '식용유', '국수반죽', '설탕', '밀가루', '통깨', '표고버섯', '소금', '참기름', '오이', '단호박', '간장', '비빔양념장']","['항암', '고혈압']","8,867",/entry.nhn?docId=1992555&cid=48162&categoryId=48198
봄나물 비빔면,1991000,48162,48198,"['방울토마토', '당근', '돌나물', '초고추장', '참기름', '통깨', '비빔장', '냉이', '소면', '오이']","['항암', '고혈압']","8,555",/entry.nhn?docId=1991000&cid=48162&categoryId=48198
산오징어냉면,1988478,48162,48198,"['고추장', '육수', '야채', '설탕', '참기름', '오이', '무', '오징어', '물', '대파', '고춧가루', '쇠고기', '대신다시마를사용할경우가벼운맛을낼수', '다시마', '냉면', '다대기', '양파', '마늘', '생강', '식초', '소금']","['항암', '고혈압', '관절염']","7,290",/entry.nhn?docId=1988478&cid=48162&categoryId=48198
전복칼국수,1988518,48162,48198,"['바지락', '전복', '애호박', '물', '대파', '식용유', '야채', '청양고추', '홍합', '칼국수', '밀가루', '소금', '마늘', '무']","['항암', '고혈압', '관절염']","7,260",/entry.nhn?docId=1988518&cid=48162&categoryId=48198
마복령칼국수,731109,48162,48198,"['밀가루', '마', '다시마', '물']","['당뇨', '관절염']","7,170",/entry.nhn?docId=731109&cid=48162&categoryId=48198
골뱅이 우동무침,1990898,48162,48198,"['고추장', '대파흰대', '설탕', '참기름', '오이', '간장', '양념', '고춧가루', '골뱅이', '양배추', '홍고추', '양파', '마늘', '사이다', '우동사리면', '식초', '골뱅이국물', '깨소금', '청고추']","['항암', '고혈압', '관절염']","6,909",/entry.nhn?docId=1990898&cid=48162&categoryId=48198
단호박 수제비,1990925,48162,48198,"['된장', '물', '바지락', '단호박', '마늘', '밀가루', '소금', '양파', '감자']","['항암', '고혈압', '관절염']","6,281",/entry.nhn?docId=1990925&cid=48162&categoryId=48198
단호박 수제비,1991235,48162,48198,"['된장', '물', '바지락', '단호박', '밀가루', '소금', '다진마늘', '양파', '감자']","['항암', '고혈압']","3,619",/entry.nhn?docId=1991235&cid=48162&categoryId=48198
검은콩통밀국수,3406058,48162,48198,"['검은콩', '통밀국수', '흑임자', '토마토', '오이', '현미떡국', '볶은소금']","['항암', '고혈압', '당뇨']","3,251",/entry.nhn?docId=3406058&cid=48162&categoryId=48198
나물비빔국수,1992872,48162,48198,"['도라지', '콩나물', '고사리', '취나물', '국수양념', '시금치나물', '소금', '참기름', '간장', '국수']","['항암', '관절염']","2,977",/entry.nhn?docId=1992872&cid=48162&categoryId=48198
찌카라 유부 소바,1992994,48162,48198,"['물', '유부조림', '찹쌀떡', '우스구치간장', '유부', '메밀국수', '당근', '맛국물', '참나물', '다시마', '설탕', '가쓰오부시', '소금', '청주', '간장']","['항암', '고혈압', '관절염']","2,921",/entry.nhn?docId=1992994&cid=48162&categoryId=48198
달래 수제비,1990929,48162,48198,"['애호박', '물', '밀가루반죽', '유기농밀가루', '대파', '모시조개', '밀가루', '맛선생', '요리통후추', '달래', '천일염', '주꾸미']",[],"2,376",/entry.nhn?docId=1990929&cid=48162&categoryId=48198
닭냉메밀국수,1990430,48162,48198,"['물', '청주', '대파', '당근', '닭', '설탕', '메밀면', '생강', '식초', '통후추', '맛술', '소금', '겨잣가루', '오이', '양파', '마늘', '간장']","['항암', '고혈압', '관절염']","2,373",/entry.nhn?docId=1990430&cid=48162&categoryId=48198
엄마표 국수,1990032,48162,48198,"['애호박', '물', '시금치', '당근', '들기름', '표고버섯', '천일염', '우리밀가루']","['항암', '고혈압']","2,273",/entry.nhn?docId=1990032&cid=48162&categoryId=48198
냉토마토 소스와 소면,1992530,48162,48198,"['토마토소스', '옥수수', '토마토', '마요네즈', '소스', '소금', '소면', '양파', '피클주스']","['항암', '고혈압', '당뇨']","2,217",/entry.nhn?docId=1992530&cid=48162&categoryId=48198
콩국수,5682407,48162,48198,"['물', '콩', '소금', '소면', '오이']",['항암'],"2,032",/entry.nhn?docId=5682407&cid=48162&categoryId=48198
복냉면,1988345,48162,48198,"['물', '고추장', '육수', '대파', '설탕', '참기름', '냉면', '다시마사방', '식초', '소금', '복어', '오이', '고춧가루', '마늘', '냉면육수']","['항암', '고혈압', '관절염']","1,767",/entry.nhn?docId=1988345&cid=48162&categoryId=48198
냉이 조개수제비,1992592,48162,48198,"['된장', '물', '모시조개', '찐호박', '밀가루', '소금', '다진마늘', '냉이', '다진파', '수제비반죽', '국물용멸치']",['항암'],"1,630",/entry.nhn?docId=1992592&cid=48162&categoryId=48198
